"CÓD...DEP.","DEPARTAMENTO","CÓD..MUN.","MUNICIPIO","GRUPO..DE.CULTIVO","SUBGRUPO..DE.CULTIVO","CULTIVO","DESAGREGACIÓN.REGIONAL.Y.O.SISTEMA.PRODUCTIVO","AÑO","PERIODO","Área.Sembrada..ha.","Área.Cosechada..ha.","Producción..t.","Rendimiento..t.ha.","ESTADO.FISICO.PRODUCCION","NOMBRE..CIENTIFICO","CICLO.DE.CULTIVO"
5,"ANTIOQUIA",5045,"APARTADO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"1,830 ","1,640 ","656 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5837,"TURBO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"1,002 ","760 ","304 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5425,"MACEO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"950 ","798 ","279 ",0.35,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5885,"YALI","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"580 ","269 ","188 ",0.7,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5490,"NECOCLI","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"523 ","151 ","60 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5858,"VEGACHI","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"520 ","460 ","230 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5604,"REMEDIOS","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"405 ","160 ","40 ",0.25,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5234,"DABEIBA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"315 ","273 ","137 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5483,"NARIÑO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"311 ","276 ","110 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5659,"SAN JUAN DE URABA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"307 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5120,"CACERES","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"306 ","65 ","25 ",0.38,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5040,"ANORI","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"290 ","15 ","5 ",0.3,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5051,"ARBOLETES","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"257 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5585,"PUERTO NARE","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"235 ","35 ","18 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5893,"YONDO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"233 ","233 ","70 ",0.3,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5789,"TAMESIS","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"214 ","130 ","59 ",0.45,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5142,"CARACOLI","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"185 ","185 ","65 ",0.35,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5579,"PUERTO BERRIO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"178 ","56 ","17 ",0.3,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5172,"CHIGORODO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"177 ","97 ","50 ",0.52,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5055,"ARGELIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"170 ","170 ","46 ",0.27,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5031,"AMALFI","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"169 ","95 ","48 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5854,"VALDIVIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"160 ","70 ","46 ",0.65,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5147,"CAREPA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"143 ","48 ","19 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5665,"SAN PEDRO DE URABA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"143 ","118 ","35 ",0.3,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5240,"EBEJICO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"124 ","80 ","24 ",0.3,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5790,"TARAZA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"123 ","35 ","18 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5842,"URAMITA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"123 ","70 ","28 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5647,"SAN ANDRES","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"117 ","112 ","33 ",0.29,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5250,"EL BAGRE","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"111 ","25 ","13 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5284,"FRONTINO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"86 ","86 ","43 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5591,"PUERTO TRIUNFO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"81 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5361,"ITUANGO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"76 ","66 ","33 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5138,"CAÑASGORDAS","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"67 ","53 ","21 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5282,"FREDONIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"67 ","67 ","33 ",0.49,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5670,"SAN ROQUE","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"63 ","19 ","5 ",0.25,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5059,"ARMENIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"49 ","49 ","25 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5736,"SEGOVIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"47 ","35 ","14 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5895,"ZARAGOZA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"47 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5107,"BRICEÑO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"42 ","32 ","16 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5856,"VALPARAISO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"40 ","35 ","18 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5628,"SABANALARGA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"38 ","6 ","2 ",0.25,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5649,"SAN CARLOS","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"35 ","35 ","12 ",0.34,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5679,"SANTA BARBARA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"35 ","35 ","18 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5690,"SANTO DOMINGO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"32 ","14 ","8 ",0.6,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5134,"CAMPAMENTO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"23 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5819,"TOLEDO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"23 ","23 ","13 ",0.56,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5190,"CISNEROS","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"17 ","14 ","8 ",0.6,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5792,"TARSO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"15 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5310,"GOMEZ PLATA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"8 ","6 ","2 ",0.37,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
5,"ANTIOQUIA",5652,"SAN FRANCISCO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"8 ","8 ","2 ",0.3,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
81,"ARAUCA",81065,"ARAUQUITA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"5,200 ","3,500 ","2,485 ",0.71,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
81,"ARAUCA",81736,"SARAVENA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"3,014 ","2,535 ","1,774 ",0.7,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
81,"ARAUCA",81794,"TAME","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"2,468 ","2,170 ","1,550 ",0.71,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
81,"ARAUCA",81300,"FORTUL","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"991 ","777 ","465 ",0.6,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
81,"ARAUCA",81001,"ARAUCA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"537 ","485 ","315 ",0.65,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13688,"SANTA ROSA DEL SUR","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"1,313 ","545 ","82 ",0.15,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13744,"SIMITI","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"650 ","290 ","120 ",0.41,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13160,"CANTAGALLO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"466 ","230 ","69 ",0.3,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13670,"SAN PABLO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"465 ","155 ","93 ",0.6,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13549,"PINILLOS","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"300 ","100 ","70 ",0.7,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13042,"ARENAL","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"140 ","60 ","36 ",0.6,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13654,"SAN JACINTO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"120 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13244,"EL CARMEN DE BOLIVAR","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"110 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13006,"ACHI","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"100 ","30 ","10 ",0.33,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13458,"MONTECRISTO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"77 ","20 ","12 ",0.6,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13473,"MORALES","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"62 ","30 ","15 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13810,"TIQUISIO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"50 ","50 ","35 ",0.7,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13600,"RIO VIEJO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"40 ","35 ","16 ",0.45,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13030,"ALTOS DEL ROSARIO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"20 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13490,"NOROSI","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"16 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
13,"BOLIVAR",13442,"MARIA LA BAJA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"10 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15507,"OTANCHE","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"550 ","200 ","100 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15531,"PAUNA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"430 ","130 ","65 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15442,"MARIPI","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"300 ","210 ","150 ",0.71,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15580,"QUIPAMA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"258 ","70 ","50 ",0.71,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15480,"MUZO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"250 ","200 ","140 ",0.7,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15572,"PUERTO BOYACA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"220 ","21 ","10 ",0.49,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15681,"SAN PABLO DE BORBUR","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"150 ","100 ","70 ",0.7,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15212,"COPER","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"60 ","46 ","36 ",0.78,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15109,"BUENAVISTA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"53 ","24 ","16 ",0.65,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15401,"LA VICTORIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"50 ","5 ","3 ",0.6,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15832,"TUNUNGUA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"44 ","20 ","14 ",0.7,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15514,"PAEZ","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"30 ","30 ","21 ",0.7,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15223,"CUBARA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"17 ","5 ","2 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15690,"SANTA MARIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"15 ","13 ","5 ",0.38,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15135,"CAMPOHERMOSO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"14 ","7 ","3 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15533,"PAYA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"12 ","12 ","7 ",0.6,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
15,"BOYACA",15455,"MIRAFLORES","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"4 ","2 ","1 ",0.6,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17662,"SAMANA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"450 ","210 ","130 ",0.62,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17444,"MARQUETALIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"370 ","190 ","87 ",0.46,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17042,"ANSERMA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"270 ","170 ","145 ",0.85,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17088,"BELALCAZAR","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"155 ","100 ","94 ",0.94,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17867,"VICTORIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"105 ","40 ","32 ",0.8,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17541,"PENSILVANIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"90 ","86 ","50 ",0.58,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17495,"NORCASIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"80 ","40 ","21 ",0.53,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17665,"SAN JOSE","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"62 ","20 ","14 ",0.7,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17614,"RIOSUCIO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"52 ","34 ","17 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17486,"NEIRA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"45 ","15 ","11 ",0.7,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17524,"PALESTINA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"34 ","27 ","16 ",0.59,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17001,"MANIZALES","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"20 ","20 ","8 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17174,"CHINCHINA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"15 ","10 ","10 ",0.95,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17877,"VITERBO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"15 ","11 ","7 ",0.64,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17777,"SUPIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"6 ","3 ","2 ",0.53,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
17,"CALDAS",17433,"MANZANARES","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"3 ","1 ","0 ",0.45,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18150,"CARTAGENA DEL CHAIRA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"325 ","30 ","16 ",0.52,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18247,"EL DONCELLO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"185 ","180 ","68 ",0.38,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18460,"MILAN","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"60 ","55 ","22 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18592,"PUERTO RICO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"50 ","23 ","16 ",0.7,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18756,"SOLANO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"26 ","8 ","4 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18001,"FLORENCIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"25 ","15 ","8 ",0.53,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18479,"MORELIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"18 ","5 ","4 ",0.7,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18410,"MONTAÑITA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"15 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18610,"SAN JOSE DEL FRAGUA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"15 ","15 ","6 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18094,"BELEN DE LOS ANDAQUIES","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"12 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18256,"EL PAUJIL","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"12 ","9 ","5 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18753,"SAN VICENTE DEL CAGUAN","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"10 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18860,"VALPARAISO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"10 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
18,"CAQUETA",18029,"ALBANIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"2 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85410,"TAURAMENA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"110 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85125,"HATO COROZAL","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"70 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85225,"NUNCHIA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"70 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85001,"YOPAL","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"60 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85010,"AGUAZUL","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"50 ","18 ","14 ",0.78,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85263,"PORE","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"27 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85250,"PAZ DE ARIPORO","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"17 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85400,"TAMARA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"13 ","8 ","3 ",0.43,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85162,"MONTERREY","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"10 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85315,"SACAMA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"3 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85430,"TRINIDAD","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"3 ","2 ","1 ",0.5,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85230,"OROCUE","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"3 ","0 ","0 ",NA,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85300,"SABANALARGA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"2 ","2 ","1 ",0.4,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
85,"CASANARE",85440,"VILLANUEVA","OTROS PERMANENTES","CACAO","CACAO","CACAO",2007,2007,"2 ","1 ","1 ",0.56,"GRANO SECO","THEOBROMA CACAO ","PERMANENTE"
